timestamp,frame_id,label,confidence,zone,proximity,approach,is_danger,x1,y1,x2,y2,area,frame_w,frame_h
1776139113.6642,10,airplane,0.469,unknown,far,stable,False,73,2,224,46,6644,360,640,0
1776139113.9898,17,bear,0.5524,unknown,close,stable,False,0,208,270,635,115290,360,640,0
1776139114.0337,18,bear,0.5524,unknown,close,stable,False,0,208,270,635,115290,360,640,0
1776139114.1246,20,bear,0.7601,unknown,close,stable,False,0,222,297,638,123552,360,640,0
1776139114.171,21,bear,0.6991,unknown,close,stable,False,0,222,297,637,123255,360,640,0
1776139114.2636,23,bear,0.4144,unknown,close,approaching,False,1,76,257,633,142592,360,640,0
1776139114.3111,24,bear,0.5284,unknown,close,approaching,False,1,92,259,609,133386,360,640,0
1776139114.982,37,person,0.6016,unknown,medium,stable,False,73,409,280,639,47610,360,640,0
1776139115.0279,38,person,0.6016,unknown,medium,stable,False,73,409,280,639,47610,360,640,0
1776139115.0723,39,person,0.499,unknown,medium,stable,False,77,410,279,639,46258,360,640,0
1776139115.1187,40,person,0.499,unknown,medium,stable,False,77,410,279,639,46258,360,640,0
1776139115.1668,41,person,0.499,unknown,medium,stable,False,77,410,279,639,46258,360,640,0
1776139115.2617,43,person,0.4041,unknown,medium,stable,False,70,417,274,639,45288,360,640,0
1776139115.3097,44,person,0.4041,unknown,medium,stable,False,70,417,274,639,45288,360,640,0
1776139115.542,49,person,0.4595,unknown,medium,stable,False,73,417,272,639,44178,360,640,0
1776139115.5877,50,person,0.5648,unknown,medium,stable,False,212,193,360,533,50320,360,640,0
1776139115.5877,50,person,0.5268,unknown,medium,stable,False,70,421,270,639,43600,360,640,0
1776139115.6346,51,person,0.4897,unknown,medium,approaching,False,72,422,273,639,43617,360,640,0
1776139115.6346,51,person,0.4133,unknown,medium,approaching,False,205,193,360,534,52855,360,640,0
1776139115.6794,52,person,0.6181,unknown,medium,stable,False,75,416,276,639,44823,360,640,0
1776139115.6794,52,person,0.4802,unknown,medium,stable,False,204,195,360,537,53352,360,640,0
1776139115.7264,53,person,0.6181,unknown,medium,approaching,False,75,416,276,639,44823,360,640,0
1776139115.7264,53,person,0.4802,unknown,medium,approaching,False,204,195,360,537,53352,360,640,0
1776139115.7739,54,person,0.6198,unknown,medium,approaching,False,76,420,277,639,44019,360,640,0
1776139115.7739,54,person,0.5196,unknown,medium,approaching,False,207,197,360,537,52020,360,640,0
1776139115.8206,55,person,0.4889,unknown,medium,approaching,False,74,419,275,639,44220,360,640,0
1776139115.8206,55,person,0.4505,unknown,medium,approaching,False,200,196,360,536,54400,360,640,0
1776139115.8686,56,person,0.4889,unknown,medium,approaching,False,74,419,275,639,44220,360,640,0
1776139115.8686,56,person,0.4505,unknown,medium,approaching,False,200,196,360,536,54400,360,640,0
1776139115.9145,57,person,0.5958,unknown,medium,approaching,False,74,417,278,639,45288,360,640,0
1776139115.9145,57,person,0.5011,unknown,medium,approaching,False,201,196,360,535,53901,360,640,0
1776139115.9597,58,person,0.6317,unknown,medium,approaching,False,73,417,277,639,45288,360,640,0
1776139115.9597,58,person,0.454,unknown,medium,approaching,False,203,196,360,536,53380,360,640,0
1776139116.0046,59,person,0.6317,unknown,medium,approaching,False,73,417,277,639,45288,360,640,0
1776139116.0046,59,person,0.454,unknown,medium,approaching,False,203,196,360,536,53380,360,640,0
1776139116.0505,60,person,0.6317,unknown,medium,approaching,False,73,417,277,639,45288,360,640,0
1776139116.0505,60,person,0.454,unknown,medium,approaching,False,203,196,360,536,53380,360,640,0
1776139116.0948,61,person,0.6317,unknown,medium,approaching,False,73,417,277,639,45288,360,640,0
1776139116.0948,61,person,0.454,unknown,medium,approaching,False,203,196,360,536,53380,360,640,0
1776139116.14,62,person,0.6317,unknown,medium,approaching,False,73,417,277,639,45288,360,640,0
1776139116.14,62,person,0.454,unknown,medium,approaching,False,203,196,360,536,53380,360,640,0
1776139116.1869,63,person,0.6317,unknown,medium,approaching,False,73,417,277,639,45288,360,640,0
1776139116.1869,63,person,0.454,unknown,medium,approaching,False,203,196,360,536,53380,360,640,0
1776139116.2338,64,person,0.6317,unknown,medium,approaching,False,73,417,277,639,45288,360,640,0
1776139116.2338,64,person,0.454,unknown,medium,approaching,False,203,196,360,536,53380,360,640,0
1776139116.2834,65,person,0.6317,unknown,medium,approaching,False,73,417,277,639,45288,360,640,0
1776139116.2834,65,person,0.454,unknown,medium,approaching,False,203,196,360,536,53380,360,640,0
1776139116.3317,66,person,0.6317,unknown,medium,approaching,False,73,417,277,639,45288,360,640,0
1776139116.3317,66,person,0.454,unknown,medium,approaching,False,203,196,360,536,53380,360,640,0
1776139116.3805,67,person,0.6317,unknown,medium,approaching,False,73,417,277,639,45288,360,640,0
1776139116.3805,67,person,0.454,unknown,medium,approaching,False,203,196,360,536,53380,360,640,0
1776139116.431,68,person,0.6317,unknown,medium,approaching,False,73,417,277,639,45288,360,640,0
1776139116.431,68,person,0.454,unknown,medium,approaching,False,203,196,360,536,53380,360,640,0
1776139116.4792,69,person,0.5599,unknown,medium,receding,False,59,326,201,479,21726,270,480,0
1776139116.5309,70,person,0.5488,unknown,medium,receding,False,61,329,196,479,20250,270,480,0
1776139116.5309,70,person,0.4006,unknown,medium,receding,False,160,145,270,399,27940,270,480,0
1776139116.5788,71,person,0.5333,unknown,medium,receding,False,61,326,200,479,21267,270,480,0
1776139116.5788,71,person,0.4318,unknown,medium,receding,False,155,145,270,399,29210,270,480,0
1776139116.627,72,person,0.5534,unknown,medium,approaching,False,60,325,200,479,21560,270,480,0
1776139116.627,72,person,0.4932,unknown,medium,approaching,False,155,145,270,400,29325,270,480,0
1776139116.6757,73,person,0.5534,unknown,medium,approaching,False,60,325,200,479,21560,270,480,0
1776139116.6757,73,person,0.4932,unknown,medium,approaching,False,155,145,270,400,29325,270,480,0
1776139116.7249,74,person,0.5356,unknown,medium,approaching,False,54,317,208,479,24948,270,480,0
1776139116.7249,74,person,0.5224,unknown,medium,approaching,False,155,145,270,397,28980,270,480,0
1776139116.7741,75,person,0.5356,unknown,medium,approaching,False,54,317,208,479,24948,270,480,0
1776139116.7741,75,person,0.5224,unknown,medium,approaching,False,155,145,270,397,28980,270,480,0
1776139116.822,76,person,0.4068,unknown,medium,receding,False,55,321,206,479,23858,270,480,0
1776139116.8698,77,person,0.4068,unknown,medium,stable,False,55,321,206,479,23858,270,480,0
1776139116.914,78,person,0.4631,unknown,medium,stable,False,56,318,209,479,24633,270,480,0
1776139117.1294,82,person,0.4416,unknown,close,approaching,False,62,145,270,478,69264,270,480,0
1776139117.2185,84,person,0.4571,unknown,medium,receding,False,135,141,270,404,35505,270,480,0
1776139117.2185,84,person,0.457,unknown,medium,receding,False,59,326,189,479,19890,270,480,0
1776139117.2666,85,person,0.4571,unknown,medium,receding,False,135,141,270,404,35505,270,480,0
1776139117.2666,85,person,0.457,unknown,medium,receding,False,59,326,189,479,19890,270,480,0
1776139117.3114,86,person,0.5618,unknown,close,receding,False,138,132,270,396,34848,270,480,0
1776139117.3636,87,person,0.5618,unknown,close,stable,False,138,132,270,396,34848,270,480,0
1776139117.4138,88,person,0.4474,unknown,medium,approaching,False,150,127,270,391,31680,270,480,0
1776139117.4608,89,person,0.4474,unknown,medium,stable,False,150,127,270,391,31680,270,480,0
1776139117.506,90,person,0.5669,unknown,medium,receding,False,58,302,209,479,26727,270,480,0
1776139117.506,90,person,0.485,unknown,medium,receding,False,156,124,270,380,29184,270,480,0
1776139117.5534,91,person,0.5453,unknown,medium,stable,False,61,301,208,479,26166,270,480,0
1776139117.5534,91,person,0.4511,unknown,medium,stable,False,156,128,270,382,28956,270,480,0
1776139117.5988,92,person,0.4783,unknown,medium,stable,False,60,300,208,479,26492,270,480,0
1776139117.5988,92,person,0.4019,unknown,medium,stable,False,156,123,270,378,29070,270,480,0
1776139117.6467,93,person,0.4334,unknown,medium,stable,False,178,121,270,372,23092,270,480,0
1776139117.6467,93,person,0.4115,unknown,medium,stable,False,58,300,208,479,26850,270,480,0
1776139117.6922,94,person,0.5453,unknown,medium,stable,False,60,295,209,479,27416,270,480,0
1776139117.6922,94,person,0.4568,unknown,medium,stable,False,160,120,270,373,27830,270,480,0
1776139117.7369,95,person,0.542,unknown,medium,approaching,False,60,290,211,479,28539,270,480,0
1776139117.7369,95,person,0.4836,unknown,medium,approaching,False,159,115,270,362,27417,270,480,0
1776139117.7815,96,person,0.627,unknown,medium,stable,False,136,109,270,373,35376,270,480,0
1776139117.7815,96,person,0.4298,unknown,medium,stable,False,54,292,207,479,28611,270,480,0
1776139117.8278,97,person,0.627,unknown,medium,stable,False,136,109,270,373,35376,270,480,0
1776139117.8278,97,person,0.4298,unknown,medium,stable,False,54,292,207,479,28611,270,480,0
1776139117.8739,98,person,0.5174,unknown,medium,stable,False,163,102,270,356,27178,270,480,0
1776139117.9192,99,person,0.4846,unknown,medium,receding,False,157,104,270,357,28589,270,480,0
1776139117.966,100,person,0.4841,unknown,medium,stable,False,159,105,270,356,27861,270,480,0
1776139118.0133,101,person,0.4841,unknown,medium,receding,False,159,105,270,356,27861,270,480,0
1776139118.0616,102,person,0.4367,unknown,medium,stable,False,163,106,270,361,27285,270,480,0
1776139118.1105,103,person,0.4015,unknown,medium,stable,False,157,106,270,363,29041,270,480,0
1776139118.1551,104,person,0.5018,unknown,close,approaching,False,85,105,270,387,52170,270,480,0
1776139118.2025,105,person,0.5786,unknown,close,approaching,False,90,106,270,395,52020,270,480,0
1776139118.2508,106,person,0.5174,unknown,close,approaching,False,88,107,270,396,52598,270,480,0
1776139118.4441,110,person,0.6681,unknown,close,approaching,False,0,295,249,479,45816,270,480,0
1776139118.4934,111,person,0.5636,unknown,close,approaching,False,0,295,254,479,46736,270,480,0
1776139118.542,112,person,0.6509,unknown,close,stable,False,0,294,254,479,46990,270,480,0
1776139118.5888,113,person,0.6155,unknown,close,stable,False,0,293,250,479,46500,270,480,0
1776139118.6331,114,person,0.6,unknown,close,stable,False,0,290,254,479,48006,270,480,0
1776139118.6784,115,person,0.6,unknown,close,stable,False,0,290,254,479,48006,270,480,0
1776139118.7224,116,person,0.4601,unknown,close,stable,False,0,275,262,479,53448,270,480,0
1776139118.767,117,person,0.6678,unknown,medium,receding,False,0,283,263,479,51548,270,480,0
1776139118.767,117,person,0.4059,unknown,medium,receding,False,180,234,269,379,12905,270,480,0
1776139118.8126,118,person,0.697,unknown,close,stable,False,0,283,262,479,51352,270,480,0
1776139118.8585,119,person,0.7371,unknown,close,stable,False,0,281,263,479,52074,270,480,0
1776139118.905,120,person,0.7318,unknown,close,stable,False,0,276,262,479,53186,270,480,0
1776139118.9496,121,person,0.647,unknown,close,stable,False,0,272,262,479,54234,270,480,0
1776139118.9988,122,person,0.647,unknown,close,approaching,False,0,272,262,479,54234,270,480,0
1776139119.0498,123,person,0.6205,unknown,close,approaching,False,0,251,264,479,60192,270,480,0
1776139119.0956,124,person,0.5191,unknown,close,approaching,False,0,242,264,479,62568,270,480,0
1776139119.1441,125,person,0.495,unknown,close,approaching,False,0,237,264,479,63888,270,480,0
1776139119.2763,127,person,0.409,unknown,close,approaching,False,0,236,266,479,64638,270,480,0
1776139119.323,128,person,0.466,unknown,close,stable,False,1,255,262,479,58464,270,480,0
1776139119.4169,130,person,0.5122,unknown,close,stable,False,0,256,260,479,57980,270,480,0
1776139119.4645,131,person,0.536,unknown,close,receding,False,0,273,235,479,48410,270,480,0
1776139119.5099,132,person,0.6716,unknown,close,stable,False,0,297,233,479,42406,270,480,0
1776139119.5099,132,person,0.5372,unknown,close,stable,False,0,236,259,479,62937,270,480,0
1776139119.5564,133,person,0.5721,unknown,close,stable,False,0,299,234,479,42120,270,480,0
1776139119.5564,133,person,0.4625,unknown,close,stable,False,0,235,262,479,63928,270,480,0
1776139119.6014,134,person,0.6923,unknown,close,stable,False,0,301,235,479,41830,270,480,0
1776139119.6527,135,person,0.6498,unknown,close,stable,False,0,300,239,479,42781,270,480,0
1776139119.6527,135,person,0.5175,unknown,close,stable,False,1,240,260,479,61901,270,480,0
1776139119.7009,136,person,0.6802,unknown,close,stable,False,0,305,241,479,41934,270,480,0
1776139119.7009,136,person,0.4828,unknown,close,stable,False,1,235,265,479,64416,270,480,0
1776139119.7486,137,person,0.5117,unknown,close,approaching,False,0,242,265,479,62805,270,480,0
1776139119.7975,138,person,0.5318,unknown,close,approaching,False,0,231,269,479,66712,270,480,0
1776139119.8446,139,person,0.5264,unknown,close,receding,False,0,314,219,479,36135,270,480,0
1776139119.9375,141,person,0.4563,unknown,close,approaching,False,0,234,269,479,65905,270,480,0
1776139119.9865,142,person,0.4077,unknown,close,stable,False,1,228,269,479,67268,270,480,0
1776139120.0329,143,person,0.4242,unknown,close,stable,False,0,246,264,479,61512,270,480,0
1776139120.0822,144,person,0.4141,unknown,close,stable,False,2,234,268,479,65170,270,480,0
1776139120.1306,145,person,0.4141,unknown,close,approaching,False,2,234,268,479,65170,270,480,0
1776139120.5496,154,person,0.4726,unknown,close,receding,False,0,268,240,479,50640,270,480,0
1776139120.5955,155,person,0.4553,unknown,close,receding,False,1,269,237,479,49560,270,480,0
1776139121.7198,179,person,0.5168,unknown,medium,receding,False,95,378,213,479,11918,270,480,0
1776139121.7673,180,person,0.4974,unknown,medium,receding,False,94,385,212,479,11092,270,480,0
1776139121.7673,180,person,0.4375,unknown,medium,receding,False,94,302,269,479,30975,270,480,0
1776139121.8146,181,person,0.4974,unknown,medium,receding,False,94,385,212,479,11092,270,480,0
1776139121.8146,181,person,0.4375,unknown,medium,receding,False,94,302,269,479,30975,270,480,0
1776139122.274,191,person,0.5015,unknown,close,approaching,False,55,146,260,379,47765,270,480,0
1776139122.3219,192,person,0.5659,unknown,close,approaching,False,33,141,265,383,56144,270,480,0
1776139122.3219,192,person,0.4654,unknown,close,approaching,False,25,142,267,480,81796,270,480,0
1776139122.3694,193,person,0.6131,unknown,close,approaching,False,33,137,269,379,57112,270,480,0
1776139122.4198,194,person,0.7875,unknown,close,approaching,False,31,136,268,377,57117,270,480,0
1776139122.4667,195,person,0.5893,unknown,close,stable,False,5,138,265,477,88140,270,480,0
1776139122.4667,195,person,0.5891,unknown,close,stable,False,22,136,265,386,60750,270,480,0
1776139122.5138,196,person,0.5907,unknown,close,approaching,False,23,136,268,375,58555,270,480,0
1776139122.5138,196,person,0.5805,unknown,close,approaching,False,5,139,266,460,83781,270,480,0
1776139122.5641,197,person,0.8034,unknown,close,approaching,False,0,135,267,479,91848,270,480,0
1776139122.6131,198,person,0.8002,unknown,close,stable,False,0,134,252,479,86940,270,480,0
1776139122.6615,199,person,0.8493,unknown,close,approaching,False,0,132,261,479,90567,270,480,0
1776139122.7097,200,person,0.849,unknown,close,approaching,False,0,133,252,478,86940,270,480,0
1776139122.7618,201,person,0.8697,unknown,close,stable,False,0,132,258,480,89784,270,480,0
1776139122.8093,202,person,0.8345,unknown,close,stable,False,0,132,255,480,88740,270,480,0
1776139122.862,203,person,0.6981,unknown,close,stable,False,0,134,253,478,87032,270,480,0
1776139122.862,203,bed,0.4699,unknown,close,stable,False,51,294,270,479,40515,270,480,0
1776139122.9087,204,person,0.7102,unknown,close,stable,False,0,135,253,479,87032,270,480,0
1776139122.9554,205,person,0.7055,unknown,close,receding,False,0,133,253,378,61985,270,480,0
1776139123.0011,206,pizza,0.7932,unknown,close,stable,False,53,295,270,479,39928,270,480,0
1776139123.0011,206,person,0.7595,unknown,close,receding,False,6,134,262,378,62464,270,480,0
1776139123.051,207,pizza,0.7932,unknown,close,stable,False,53,295,270,479,39928,270,480,0
1776139123.051,207,person,0.7595,unknown,close,receding,False,6,134,262,378,62464,270,480,0
1776139123.0996,208,person,0.6322,unknown,close,receding,False,2,136,253,411,69025,270,480,0
1776139123.1487,209,person,0.6322,unknown,close,receding,False,2,136,253,411,69025,270,480,0
1776139123.1971,210,person,0.7483,unknown,close,stable,False,0,136,259,373,61383,270,480,0
1776139123.2465,211,person,0.7187,unknown,close,stable,False,0,133,262,380,64714,270,480,0
1776139123.2937,212,person,0.7615,unknown,close,approaching,False,0,134,263,454,84160,270,480,0
1776139123.3393,213,person,0.7718,unknown,close,approaching,False,0,133,263,461,86264,270,480,0
1776139123.3393,213,pizza,0.5694,unknown,close,stable,False,56,296,269,479,38979,270,480,0
1776139123.387,214,person,0.7718,unknown,close,approaching,False,0,133,263,461,86264,270,480,0
1776139123.387,214,pizza,0.5694,unknown,close,stable,False,56,296,269,479,38979,270,480,0
1776139123.4339,215,person,0.7702,unknown,close,approaching,False,0,134,264,458,85536,270,480,0
1776139123.4818,216,person,0.8178,unknown,close,stable,False,5,137,267,378,63142,270,480,0
1776139123.5688,217,person,0.8178,unknown,close,receding,False,5,137,267,378,63142,270,480,0
1776139123.6147,218,person,0.8176,unknown,close,receding,False,6,137,268,378,63142,270,480,0
1776139123.6147,218,pizza,0.4637,unknown,close,stable,False,51,296,268,479,39711,270,480,0
1776139123.6601,219,person,0.765,unknown,close,stable,False,0,137,268,443,82008,270,480,0
1776139123.6601,219,pizza,0.5386,unknown,close,stable,False,51,296,269,479,39894,270,480,0
1776139123.7067,220,person,0.765,unknown,close,stable,False,0,137,268,443,82008,270,480,0
1776139123.7067,220,pizza,0.5386,unknown,close,stable,False,51,296,269,479,39894,270,480,0
1776139123.7513,221,person,0.7499,unknown,close,approaching,False,0,136,269,464,88232,270,480,0
1776139123.7513,221,pizza,0.5255,unknown,close,stable,False,52,297,269,479,39494,270,480,0
1776139123.7988,222,person,0.7499,unknown,close,approaching,False,0,136,269,464,88232,270,480,0
1776139123.7988,222,pizza,0.5255,unknown,close,stable,False,52,297,269,479,39494,270,480,0
1776139123.8461,223,person,0.76,unknown,close,approaching,False,0,136,268,468,88976,270,480,0
1776139123.8461,223,pizza,0.5775,unknown,close,stable,False,52,296,269,479,39711,270,480,0
1776139123.8913,224,person,0.7907,unknown,close,stable,False,0,137,267,480,91581,270,480,0
1776139123.8913,224,pizza,0.6139,unknown,close,stable,False,51,297,269,479,39676,270,480,0
1776139123.9385,225,person,0.7955,unknown,close,receding,False,6,140,267,382,63162,270,480,0
1776139123.9866,226,person,0.7955,unknown,close,receding,False,6,140,267,382,63162,270,480,0
1776139124.0326,227,person,0.7737,unknown,close,receding,False,5,140,268,385,64435,270,480,0
1776139124.0792,228,person,0.7676,unknown,close,stable,False,0,140,268,467,87636,270,480,0
1776139124.1248,229,person,0.7102,unknown,close,stable,False,0,141,252,464,81396,270,480,0
1776139124.1718,230,person,0.7395,unknown,close,approaching,False,0,141,239,466,77675,270,480,0
1776139124.2182,231,person,0.6811,unknown,close,approaching,False,0,141,243,442,73143,270,480,0
1776139124.2182,231,pizza,0.4189,unknown,close,stable,False,52,301,269,479,38626,270,480,0
1776139124.2674,232,person,0.6909,unknown,close,receding,False,0,145,248,475,81840,270,480,0
1776139124.2674,232,pizza,0.5295,unknown,close,stable,False,54,302,270,479,38232,270,480,0
1776139124.2674,232,person,0.4039,unknown,close,receding,False,3,143,245,380,57354,270,480,0
1776139124.3167,233,person,0.6777,unknown,close,receding,False,0,145,249,475,82170,270,480,0
1776139124.3167,233,person,0.556,unknown,close,receding,False,4,143,248,379,57584,270,480,0
1776139124.3167,233,pizza,0.4467,unknown,close,stable,False,53,301,270,479,38626,270,480,0
1776139124.3638,234,person,0.6905,unknown,close,stable,False,0,142,249,476,83166,270,480,0
1776139124.3638,234,pizza,0.4277,unknown,close,stable,False,54,301,270,479,38448,270,480,0
1776139124.4126,235,person,0.7836,unknown,close,stable,False,0,143,270,479,90720,270,480,0
1776139124.4598,236,person,0.7474,unknown,close,approaching,False,0,143,270,479,90720,270,480,0
1776139124.4598,236,pizza,0.7253,unknown,close,stable,False,53,303,269,479,38016,270,480,0
1776139124.5094,237,person,0.7474,unknown,close,stable,False,0,143,270,479,90720,270,480,0
1776139124.5094,237,pizza,0.7253,unknown,close,stable,False,53,303,269,479,38016,270,480,0
1776139124.5573,238,person,0.7566,unknown,close,approaching,False,0,143,270,478,90450,270,480,0
1776139124.5573,238,pizza,0.7104,unknown,close,stable,False,53,303,269,479,38016,270,480,0
1776139124.6046,239,person,0.7566,unknown,close,stable,False,0,143,270,478,90450,270,480,0
1776139124.6046,239,pizza,0.7104,unknown,close,stable,False,53,303,269,479,38016,270,480,0
1776139124.6526,240,person,0.813,unknown,close,stable,False,0,144,269,478,89846,270,480,0
1776139124.6526,240,pizza,0.7701,unknown,close,stable,False,52,303,269,479,38192,270,480,0
1776139124.6965,241,pizza,0.8202,unknown,close,stable,False,52,303,269,479,38192,270,480,0
1776139124.6965,241,person,0.7794,unknown,close,stable,False,0,144,268,478,89512,270,480,0
1776139124.746,242,pizza,0.8202,unknown,close,stable,False,52,303,269,479,38192,270,480,0
1776139124.746,242,person,0.7794,unknown,close,stable,False,0,144,268,478,89512,270,480,0
1776139124.7941,243,pizza,0.8121,unknown,close,stable,False,52,303,269,479,38192,270,480,0
1776139124.7941,243,person,0.7756,unknown,close,stable,False,0,144,267,477,88911,270,480,0
1776139124.8386,244,pizza,0.7871,unknown,close,stable,False,52,303,269,479,38192,270,480,0
1776139124.8386,244,person,0.7677,unknown,close,stable,False,0,145,264,476,87384,270,480,0
1776139124.884,245,pizza,0.7871,unknown,close,stable,False,52,303,269,479,38192,270,480,0
1776139124.884,245,person,0.7677,unknown,close,stable,False,0,145,264,476,87384,270,480,0
1776139124.9349,246,pizza,0.8468,unknown,close,stable,False,52,303,269,479,38192,270,480,0
1776139124.9349,246,person,0.8078,unknown,close,stable,False,0,145,268,479,89512,270,480,0
1776139124.9835,247,person,0.7463,unknown,close,stable,False,0,147,265,466,84535,270,480,0
1776139124.9835,247,pizza,0.7128,unknown,close,stable,False,52,303,269,479,38192,270,480,0
1776139125.03,248,person,0.8357,unknown,close,stable,False,0,146,268,479,89244,270,480,0
1776139125.03,248,pizza,0.7997,unknown,close,stable,False,52,303,269,479,38192,270,480,0
1776139125.0763,249,person,0.8431,unknown,close,stable,False,0,146,268,479,89244,270,480,0
1776139125.0763,249,pizza,0.7393,unknown,close,stable,False,52,304,269,479,37975,270,480,0
1776139125.128,250,person,0.8431,unknown,close,stable,False,0,146,268,479,89244,270,480,0
1776139125.128,250,pizza,0.7393,unknown,close,stable,False,52,304,269,479,37975,270,480,0
1776139125.1752,251,person,0.8453,unknown,close,stable,False,0,147,268,478,88708,270,480,0
1776139125.1752,251,pizza,0.6455,unknown,close,stable,False,52,304,269,479,37975,270,480,0
1776139125.2177,252,person,0.8455,unknown,close,stable,False,0,146,268,478,88976,270,480,0
1776139125.2177,252,pizza,0.5593,unknown,close,stable,False,52,304,269,479,37975,270,480,0
1776139125.3048,253,person,0.8385,unknown,close,stable,False,0,146,268,479,89244,270,480,0
1776139125.3048,253,pizza,0.6276,unknown,close,stable,False,52,304,270,479,38150,270,480,0
1776139125.3516,254,person,0.8156,unknown,close,stable,False,0,146,268,479,89244,270,480,0
1776139125.4015,255,person,0.8154,unknown,close,stable,False,0,146,268,479,89244,270,480,0
1776139125.4015,255,pizza,0.5121,unknown,close,stable,False,53,304,269,479,37800,270,480,0
1776139125.4514,256,person,0.8356,unknown,close,stable,False,0,146,269,479,89577,270,480,0
1776139125.4514,256,pizza,0.5897,unknown,close,stable,False,52,304,269,479,37975,270,480,0
1776139125.4978,257,person,0.8328,unknown,close,stable,False,0,146,269,479,89577,270,480,0
1776139125.4978,257,pizza,0.5628,unknown,close,stable,False,52,304,269,479,37975,270,480,0
1776139125.5448,258,person,0.8328,unknown,close,stable,False,0,146,269,479,89577,270,480,0
1776139125.5448,258,pizza,0.5628,unknown,close,stable,False,52,304,269,479,37975,270,480,0
1776139125.5897,259,person,0.8403,unknown,close,stable,False,0,146,269,478,89308,270,480,0
1776139125.5897,259,pizza,0.5058,unknown,close,stable,False,52,304,269,479,37975,270,480,0
1776139125.6364,260,person,0.8164,unknown,close,stable,False,0,147,268,478,88708,270,480,0
1776139125.6831,261,person,0.8465,unknown,close,stable,False,0,147,268,478,88708,270,480,0
1776139125.732,262,person,0.8465,unknown,close,stable,False,0,147,268,478,88708,270,480,0
1776139125.7811,263,person,0.8326,unknown,close,stable,False,0,147,268,478,88708,270,480,0
1776139125.8288,264,person,0.8188,unknown,close,stable,False,0,146,268,478,88976,270,480,0
1776139125.8816,265,person,0.8117,unknown,close,stable,False,0,146,268,478,88976,270,480,0
1776139125.9272,266,person,0.7667,unknown,close,stable,False,0,147,268,474,87636,270,480,0
1776139125.9725,267,person,0.7667,unknown,close,stable,False,0,147,268,474,87636,270,480,0
1776139126.0191,268,person,0.7654,unknown,close,stable,False,0,146,268,474,87904,270,480,0
1776139126.0671,269,person,0.763,unknown,close,stable,False,0,146,268,474,87904,270,480,0
1776139126.1166,270,person,0.7649,unknown,close,stable,False,0,146,268,471,87100,270,480,0
1776139126.1645,271,person,0.7715,unknown,close,stable,False,0,145,269,470,87425,270,480,0
1776139126.1645,271,dining table,0.4304,unknown,close,stable,False,51,302,269,479,38586,270,480,0
1776139126.2116,272,person,0.7854,unknown,close,stable,False,0,146,268,478,88976,270,480,0
1776139126.2604,273,person,0.7854,unknown,close,stable,False,0,146,268,478,88976,270,480,0
1776139126.3071,274,person,0.8212,unknown,close,stable,False,0,146,268,478,88976,270,480,0
1776139126.3515,275,person,0.8512,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139126.4012,276,person,0.8109,unknown,close,stable,False,0,146,269,477,89039,270,480,0
1776139126.4466,277,person,0.8469,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139126.4933,278,person,0.816,unknown,close,stable,False,0,147,269,477,88770,270,480,0
1776139126.538,279,person,0.8086,unknown,close,stable,False,0,147,269,477,88770,270,480,0
1776139126.5854,280,person,0.8086,unknown,close,stable,False,0,147,269,477,88770,270,480,0
1776139126.6347,281,person,0.8432,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139126.6826,282,person,0.8479,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139126.6826,282,dining table,0.4149,unknown,close,stable,False,53,304,269,479,37800,270,480,0
1776139126.7313,283,person,0.8605,unknown,close,stable,False,0,145,268,477,88976,270,480,0
1776139126.7814,284,person,0.8663,unknown,close,stable,False,0,145,268,477,88976,270,480,0
1776139126.8289,285,person,0.8701,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139126.8784,286,person,0.8686,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139126.9253,287,person,0.8611,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139126.9707,288,person,0.8566,unknown,close,stable,False,0,145,268,477,88976,270,480,0
1776139127.0176,289,person,0.8605,unknown,close,stable,False,0,145,268,477,88976,270,480,0
1776139127.0643,290,person,0.8563,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139127.1128,291,person,0.8619,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139127.1599,292,person,0.8601,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139127.2061,293,person,0.8609,unknown,close,stable,False,0,146,269,477,89039,270,480,0
1776139127.2523,294,person,0.8503,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139127.2985,295,person,0.8243,unknown,close,stable,False,0,146,268,477,88708,270,480,0
1776139127.3449,296,person,0.8344,unknown,close,stable,False,0,145,268,477,88976,270,480,0
1776139127.3979,297,person,0.8344,unknown,close,stable,False,0,145,268,477,88976,270,480,0
1776139127.4866,298,person,0.8478,unknown,close,stable,False,0,145,268,477,88976,270,480,0
1776139127.5351,299,person,0.844,unknown,close,stable,False,0,147,268,478,88708,270,480,0
1776139127.5809,300,person,0.844,unknown,close,stable,False,0,147,268,478,88708,270,480,0
1776139127.6281,301,person,0.8232,unknown,close,stable,False,0,146,268,478,88976,270,480,0
